	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	Ctrl_Fam.Veh.R1	Ctrl_NIH1.Veh.R1	BD_NR.Li.R1	BD_R.Li.R1	Ctrl_Fam.Li.R1	Ctrl_NIH1.Li.R1	BD_NR.Val.R1	BD_R.Val.R1	Ctrl_Fam.Val.R1	Ctrl_NIH1.Val.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Ctrl_Fam.Veh.R2	Ctrl_NIH1.Veh.R2	BD_NR.Li.R2	BD_R.Li.R2	Ctrl_NIH1.Li.R2	BD_NR.Val.R2	BD_R.Val.R2	Ctrl_Fam.Val.R2	Ctrl_NIH1.Val.R2	Ctrl_Fam.Li.R2
SCARNA13	SCARNA13	677768	4.37498	3.96357	0.978838	1.46613	3.99947	4.79805	0.45013	3.01296	3.4563	10.2495	1.83026	4.1233	3.18921	3.16803	2.35901	0.438858	2.96149	3.68868	1.0642	0.652928	4.21747	0	0.561176	2.38591
SCARNA2	SCARNA2	677766	0.929783	0.656349	0.200124	0.198993	0.882	0	0.368887	0.402437	0.402065	0.202207	0.188988	0.44941	0	1.02357	0.90019	0.35803	0	0.606892	0.203923	0	0.55688	0.944032	0.215794	0.225282
SCARNA7	SCARNA7	677767	0.731492	0.71884	0	0.319972	0	0	0	0.32081	0.321941	0	0.602685	0.743951	0	0.671385	0.372446	0	0	0.666625	0.336452	0.821585	0.302477	1.97723	0.711221	0
SCARNA9	SCARNA9	619383	2.23791	1.23871	1.67325	1.66538	2.54494	3.26269	1.27872	2.2345	1.67847	2.27335	2.09794	2.87828	2.06122	0.868216	0.640456	1.74976	1.6489	1.43623	1.15805	2.11689	1.56884	2.70868	1.83701	0.643746
SCCPDH	SCCPDH	51097	37.0666	27.1733	32.4504	25.1749	28.8055	30.0088	33.265	26.4468	25.4773	21.9172	33.1563	22.1173	26.7492	27.7714	29.6534	30.0418	26.6656	28.4877	27.5412	21.4881	24.981	29.0212	23.9628	32.2619
SCD	SCD	6319	144.43	361.678	207.648	204.786	205.635	398.915	211.789	187.823	192.127	191.594	176.006	144.952	226.844	174.178	251.917	157.721	277.197	222.755	152.144	245.431	146.345	179.376	167.185	280.493
SCD5	SCD5	79966	18.7164	36.8138	126.443	47.5842	19.3507	36.9779	105.243	54.4928	18.6062	33.0671	98.0714	56.3462	16.8508	46.0945	133.838	60.4375	16.8431	41.6118	52.8718	15.6072	29.5951	126.821	48.5274	120.647
SCDP1	SCDP1	645313	0.308634	0.382737	0.619619	0.922262	0.139792	0.858776	0.76945	1.04392	0.467454	0.25811	0.493192	0.166112	0.338619	0.0514189	0.277611	0.457985	0.846138	0.297756	0.152143	0.364343	0.419483	0.285664	0	0.275246
SCFD1	SCFD1	23256	51.2918	32.1281	31.6561	38.8988	41.9355	32.8691	36.6438	41.2261	32.0738	28.1091	43.259	38.246	31.0782	33.5371	34.6658	43.2948	30.6031	33.6801	45.404	39.4609	37.4049	37.4966	38.4525	36.2329
SCFD2	SCFD2	152579	4.16825	4.21972	6.84079	4.00813	5.04118	4.37903	8.7189	2.67415	6.24622	4.70326	17.7776	5.7534	4.04454	4.51797	7.52768	3.40186	4.51056	4.40355	4.22699	6.89066	5.87893	16.0011	4.76035	8.37377
SCG2	SCG2	7857	0.857274	2.83419	137.819	5.74768	0.741979	4.78817	171.451	5.33788	0.697333	9.73099	244.162	20.5981	8.57527	14.8126	139.216	34.4199	8.94852	11.7202	41.6071	15.8097	124.658	235.697	12.3869	173.474
SCG3	SCG3	29106	0.701805	11.0977	48.2696	7.5747	0.76098	13.974	30.4513	7.43615	0.517168	18.525	34.4872	9.05251	0.988902	9.72025	47.1212	5.31996	1.73241	9.71564	5.53101	1.22952	6.92489	81.1798	4.94399	41.6974
SCG5	SCG5	6447	1.28031	1.80601	3.40112	0.494482	0.422565	1.44162	7.5215	0.381946	1.60169	2.49507	5.36921	0.586401	1.52396	1.1014	0.954132	0.272887	1.85286	1.23773	0.754691	1.13554	1.97402	2.17681	0.510659	0.607038
SCGB1B2P	SCGB1B2P	643719	0.51655	0.302711	0.655876	0.759825	0.458943	0.799768	0.835239	0.842823	0.549508	0.218431	0.831114	0.716351	0.798445	0.65974	1.07668	1.38791	0.743918	0.533465	0.871244	0.655589	0.773331	0.744463	1.0604	0.595597
SCGB2B2	SCGB2B2	284402	0.0716337	0.255053	0.325251	0.258533	0.40569	0.167327	0.0555791	0.20961	0.175315	0.194405	0.0190061	0.168527	0.0373009	0.16122	0.126795	0.160842	0.0952878	0.156221	0.432807	0	0.0356054	0.228017	0.204632	0.422027
SCHIP1	SCHIP1	29970	10.008	45.2759	74.7425	45.6041	21.0315	35.9392	57.3456	50.5867	15.4601	44.1874	48.1258	74.6082	21.1036	39.2604	89.1058	58.8263	20.1393	42.6892	49.1385	21.9344	38.7235	101.276	55.755	81.5572
SCIMP	SCIMP	388325	0.285149	0.127108	0.0443279	0.264111	0.171995	0.292523	0.15233	0.118062	0.231879	0.137886	0.102638	0.117812	0.184103	0.154925	0.164221	0.0421443	0.04493	0.12644	0.160512	0.0549367	0.162969	0.234108	0.114219	0.123695
SCIN	SCIN	85477	0.625528	0.104081	0.059191	0.214943	0.826761	0.020446	0.0184134	0.127818	1.01761	0.216505	0.0377916	0.102841	0.891555	0.185083	0	0.16068	1.69051	0.365037	0.323921	2.50454	0.274207	0.0215239	0.159277	0.0327831
SCLT1	SCLT1	132320	8.59995	7.50461	8.59361	8.96834	8.42115	8.45471	8.39234	10.5141	9.28431	8.73087	8.37718	9.12058	8.3477	8.08518	6.89869	7.95227	10.3293	9.6868	7.87469	9.50174	9.15861	8.24373	9.92505	7.20937
SCLY	SCLY	51540	11.2915	11.6703	10.3226	8.04024	11.3437	14.2528	10.7423	7.32623	14.6635	12.8198	12.411	8.1528	12.5244	13.5166	12.9224	8.3102	9.55373	12.426	9.03676	14.5937	13.5654	12.186	9.9252	15.6787
SCMH1	SCMH1	22955	18.0551	18.1093	8.65514	11.5347	17.0772	16.9863	8.33214	10.4264	21.6596	16.8963	10.5496	11.6725	13.6184	13.1089	11.7524	9.05864	15.5529	14.3326	10.3335	17.4705	15.0684	10.4761	15.3119	11.6384
SCML1	SCML1	6322	12.0589	18.2469	10.4961	9.14478	12.1923	18.3418	9.50426	9.24664	16.3721	27.5723	13.1161	14.6207	10.7391	15.5369	8.37826	8.42362	11.6963	16.3309	7.02914	17.3963	18.4709	15.8885	15.9109	7.93388
SCML2	SCML2	10389	11.0058	15.5663	2.96986	5.86024	8.08815	16.3145	3.09718	7.54109	8.85959	16.78	2.48187	7.31802	7.38972	10.8016	2.31489	4.39896	9.90671	10.9528	5.17048	6.06941	9.11657	3.84405	7.33803	2.23931
SCML2P2	SCML2P2	100421172	0	0.426248	0.923134	0.13099	0.186925	0.828817	0.36621	0.664716	0.26512	0.265032	0.500383	0.580237	0.122581	0.665932	0.145318	0.117563	0.256553	0.521982	0.396372	0.478178	0	1.66257	0.419552	0.724637
SCML4	SCML4	256380	0.245345	0.154816	0.20975	0.0600926	0.279393	0.0191227	0.310908	0.153901	0.141582	0.405977	0.0832225	0.176045	0.116214	0.127547	0	0.0606031	0.222076	0.153753	0.0443213	0.352124	0.600398	0.0375581	0.217794	0
SCN11A	SCN11A	11280	0.169747	0.519181	0.155592	0.133834	0.24309	0.291282	0.137902	0.16481	0.127492	0.364139	0.0433932	0.140392	0.127	0.45518	0.0775616	0.122256	0.220285	0.293331	0.123095	0.0781708	0.169307	0.0887002	0.0373986	0.0686593
SCN1A	SCN1A	6323	0.22377	1.85069	40.7317	50.651	0.46412	2.07163	28.7542	47.5446	0.511714	10.1081	23.9828	42.1576	0.196696	2.96453	43.5144	16.6747	1.0347	3.85573	19.4419	0.362983	3.06122	53.9088	30.8295	38.3673
SCN1B	SCN1B	6324	1.46325	0.43174	1.10303	0.757687	0.866006	0.483613	0.965314	0.456073	1.03089	0.371286	1.50011	0.402665	1.32949	0.484786	0.764987	0.393171	1.35274	0.805859	0.464255	2.07053	0.995656	0.859648	0.789215	0.436527
SCN2A	SCN2A	6326	0.229714	0.323253	2.77378	1.66656	0.361349	0.307327	2.97607	1.87975	0.696359	0.907385	4.91424	3.18234	0.396908	0.354336	3.6881	1.70047	0.326475	0.327317	1.81963	0.866524	1.31018	5.11467	3.32725	3.35045
SCN2B	SCN2B	6327	0.304614	0.0683632	0.382843	0.403924	0.247447	0.067462	0.319719	0.52774	0.475413	0.146202	1.42932	1.10289	0.360283	0.297882	0.527335	0.770891	0.3594	0.1464	0.609517	0.462548	0.590657	1.14103	1.46586	0.461386
SCN3A	SCN3A	6328	0.675911	9.04431	0.8511	15.9369	1.31701	10.4026	0.875818	14.7072	3.00718	24.2606	7.01556	29.663	2.25672	8.88495	1.70181	11.0591	3.16493	9.78725	13.8188	3.3385	11.2643	7.43252	28.3987	1.06201
SCN3B	SCN3B	55800	0.806341	2.96036	0.598763	1.15958	2.05856	2.82071	0.535759	1.18218	1.30427	7.21331	0.501325	3.72559	0.841818	3.19981	0.33176	1.54253	1.34351	2.58199	1.64619	1.44136	2.95935	0.590433	2.47255	0.39305
SCN4B	SCN4B	6330	2.36154	0.440695	9.44178	7.22975	1.97027	0.501705	7.99419	10.5357	2.10392	1.057	8.85572	11.6907	2.42521	2.84007	21.7366	17.032	1.85987	1.75123	13.8722	2.60724	1.79931	9.75158	13.1222	19.922
SCN5A	SCN5A	6331	0.564018	0.171193	0.281348	0.0762547	0.780776	0.377425	0.12076	0.0399987	1.63325	0.463511	0.224448	0.168259	0.969258	0.263172	0.786117	0.0342806	0.516245	0.298266	0.15184	2.18662	0.566343	0.104324	0.21102	0.117633
SCN7A	SCN7A	6332	4.1854	1.57839	0.23315	0.141668	10.9972	2.01399	0.06749	0.119621	7.82263	2.00473	0.0982238	0.174581	1.93748	1.4073	0.115371	0.0464439	4.01851	1.76583	0.0702604	1.29203	0.58075	0.156719	0.263216	0.0963714
SCN8A	SCN8A	6334	1.07921	8.39773	1.58691	8.82709	2.49688	7.38251	1.53695	9.92986	2.64547	6.62127	3.08697	10.6307	2.39903	3.74477	1.56183	4.98308	2.7028	4.0787	6.44414	3.69713	2.80334	4.28222	9.06695	1.6115
SCN9A	SCN9A	6335	3.78072	0.63126	2.83041	2.74217	8.43548	0.887019	3.03252	2.13876	14.9657	2.09201	4.86516	5.38965	7.96036	2.06349	2.47732	2.43223	7.23702	1.96006	2.85701	11.9261	2.678	5.6716	6.59196	2.11248
SCNM1	SCNM1	79005	29.923	26.1639	30.1961	21.8874	24.8437	27.0643	31.1057	20.6535	24.0364	24.9797	37.3407	25.6232	31.3369	31.457	34.7001	29.3912	28.1547	30.6903	29.9706	28.5377	29.7006	31.135	27.0151	35.8168
SCNN1B	SCNN1B	6338	0	0	0.919197	0.239344	0.0253597	0	0.382808	0.615171	0	0	0.761432	0.972271	0	0	1.846	0.242166	0	0	0.198545	0	0	2.03881	0.881791	0.908055
SCNN1D	SCNN1D	6339	3.00303	3.42633	1.78936	3.00455	2.66091	2.85534	1.34394	3.33371	2.28767	3.31597	1.91105	3.42144	1.622	3.10424	3.95833	3.67287	1.85882	1.81154	2.43025	0.770169	1.63987	2.12571	3.04272	3.87334
SCO1	SCO1	6341	33.989	15.7859	16.5321	12.6211	32.9135	18.3484	15.9388	12.9233	22.8663	16.1281	19.0946	13.5602	20.4292	16.4056	16.0081	14.8071	20.4244	16.1741	14.652	20.5465	17.9715	15.9356	14.9295	15.5954
SCO2	SCO2	9997	13.8573	10.8189	16.4853	11.4425	11.0964	12.1278	15.248	9.59617	10.3424	10.5136	12.5205	8.55997	14.3348	14.9273	16.3221	14.2486	9.78771	11.9285	12.3796	10.5432	12.7675	13.6673	11.7055	16.1696
SCOC	SCOC	60592	44.7694	48.2987	73.9578	57.0621	35.0247	52.6679	71.1077	61.0697	42.8813	58.8303	81.4089	68.2702	46.3538	52.7594	72.4443	65.9356	44.4552	53.958	60.1468	60.6203	61.7233	83.3285	75.7895	67.3756
SCOCP1	SCOCP1	317767	0	0.635196	1.42718	0.284103	0	0.607597	1.04657	0.571613	0.286295	0.582267	0	0.65579	0.52752	0.296761	0	0.255876	0.844219	1.17755	0.593555	1.08531	0.803542	0	0.31418	0.66017
SCP2	SCP2	6342	57.0113	64.264	123.605	86.3326	47.7143	66.1862	116.035	96.2351	46.6262	74.3361	142.988	117.677	45.813	67.8281	126.698	109.788	45.8287	75.3311	107.974	63.5578	94.1264	155.782	113.355	121.955
SCPEP1	SCPEP1	59342	44.6494	19.3037	20.0154	33.4334	29.0869	17.6645	21.0352	33.3606	49.554	28.2176	34.5381	40.2253	36.1618	31.8143	18.9228	39.9733	32.8599	27.0646	31.8333	53.4062	58.1868	34.5563	42.5696	19.6696
SCRG1	SCRG1	11341	3.09771	3.56123	28.7131	4.11908	1.46734	4.20422	29.8046	3.32222	1.56191	7.44921	31.6479	10.7089	2.6161	5.70801	27.8688	5.53223	1.66633	4.97978	3.23905	2.34702	12.9596	29.0681	10.0737	23.2926
SCRIB	SCRIB	23513	5.51449	6.53707	8.05375	15.7184	9.25381	5.83382	4.80308	6.01401	3.39248	9.23326	9.18421	5.12632	3.06261	16.7443	4.26141	4.79053	4.75202	4.8525	4.78753	3.49273	8.4942	13.173	7.54564	8.42973
SCRN1	SCRN1	9805	40.6526	59.3291	79.018	85.8745	68.3602	62.6686	69.7795	86.6811	71.5866	66.3648	77.8261	93.5255	57.6	50.2034	96.5221	70.6765	68.137	54.8836	77.3036	80.9879	72.6122	106.993	86.6548	91.7532
SCRN2	SCRN2	90507	21.7395	17.6353	13.3204	17.7819	16.7265	12.1335	11.4808	18.7658	14.7663	16.4607	17.3312	19.1303	14.5258	14.7606	21.8723	24.0877	15.0577	14.271	19.1439	11.3437	13.0642	15.8577	16.9844	25.377
SCRN3	SCRN3	79634	15.973	20.9096	21.319	24.6039	24.4327	18.029	18.6075	27.9646	19.337	21.3592	24.4775	30.8245	17.6461	20.7679	22.7372	23.3072	18.1978	20.1797	26.2114	18.9968	19.3513	29.8503	27.5423	23.4961
SCRT2	SCRT2	85508	0.0980211	2.32109	0.0407044	0.430308	0.197576	1.74133	0	0.411539	0.0954974	4.57103	0	1.16359	0.153068	2.4143	0	0.179938	0.169162	1.70908	0.197892	0.204673	2.94033	0.0885708	0.628225	0.0285332
SCUBE1	SCUBE1	80274	0.466654	2.80104	0.64237	1.32054	1.45087	2.82208	0.258748	0.883779	0.609559	8.35216	0.60875	1.90539	0.871918	1.92953	2.0801	0.989348	1.43043	1.94666	0.90933	1.34426	3.71294	0.410149	2.02994	1.65095
SCUBE2	SCUBE2	57758	1.82237	1.0539	2.44003	5.96594	2.47313	0.493479	1.67787	6.23448	1.21328	1.12932	1.74922	9.92859	1.00107	3.04811	2.64806	9.4847	1.69425	3.18155	5.94798	0.975887	1.00975	1.57846	13.9013	2.40957
SCUBE3	SCUBE3	222663	3.24668	20.8686	1.95244	4.83525	4.05251	18.5635	1.73669	3.8068	3.20016	9.6624	2.15651	2.92356	4.1792	8.62237	0.78577	2.91193	4.29935	8.77482	2.79604	5.22774	11.051	1.00093	2.80501	0.813496
SCYL1	SCYL1	57410	37.7252	23.0961	25.8699	26.0794	28.7116	21.6812	29.1155	24.7698	27.8984	20.0078	23.9895	24.0829	33.1056	27.2591	33.3661	31.0496	26.3452	24.5857	28.7531	28.1868	26.0355	24.3862	24.2386	35.9916
SCYL2	SCYL2	55681	17.8349	34.1848	27.6741	44.2667	26.7832	39.682	25.9976	40.5621	24.4924	34.0974	22.3529	44.4477	23.2567	32.98	21.5956	30.2288	24.5427	34.3285	33.2215	28.0164	29.1269	34.3276	44.8034	19.5934
SCYL3	SCYL3	57147	3.99041	4.23674	3.50573	4.32069	4.88033	4.44961	3.20036	4.46846	4.06777	4.51376	3.37199	4.41283	3.59621	3.93587	3.179	3.49125	4.0664	3.96534	3.46541	3.24582	2.79187	3.2685	3.98411	3.17804
SDAD1	SDAD1	55153	16.5402	16.6451	16.3153	16.2526	21.2084	19.8954	16.9889	14.2497	17.284	17.1123	19.7932	16.3597	18.0756	16.1436	16.7782	14.5908	16.5532	17.0012	16.121	19.5377	16.6512	19.685	14.7294	16.9094
SDAD1P1	SDAD1P1	157489	1.04121	0.493528	0.538578	0.413996	0.591889	0.358668	0.598135	0.54905	0.500057	0.383829	0.819721	0.358968	0.929034	0.686922	0.343754	0.811094	2.12298	0.610435	0.698883	0.368912	0.48833	0.519701	0.358063	0.470053
SDAD1P2	SDAD1P2	400836	0.21035	0.0789593	0.149989	0.173581	0.0666616	0.0777608	0.349963	0.101168	0.251515	0.0998078	0.0957348	0.10633	0.211356	0.272572	0.106659	0.154941	0.264259	0.166545	0.195143	0.233075	0.157154	0.0273423	0.0774394	0.105545
SDC1	SDC1	6382	19.314	21.7779	9.2042	9.64428	17.5116	19.5618	13.5595	8.94925	25.5765	25.2094	14.551	12.2174	34.1859	26.5386	8.89492	8.35678	27.3201	24.093	7.5958	33.171	33.9777	7.09848	17.9244	10.6586
SDC2	SDC2	6383	135.841	163.534	216.407	299.519	159.221	161.919	278.933	272.424	163.968	82.6227	232.182	236.854	194.372	122.55	206.493	256.921	157.49	97.1022	265.99	213.108	170.94	208.983	272.336	197.128
SDC3	SDC3	9672	22.9636	64.3835	116.56	135.127	34.8084	62.3248	93.4954	86.5955	38.457	65.9514	115.178	142.792	34.5774	57.2883	231.773	103.904	38.8649	62.7233	118.481	33.4747	54.6323	185.292	103.726	229.602
SDC4	SDC4	6385	3.62788	4.24929	9.56364	3.44501	4.19671	4.09383	10.0191	1.91837	6.04416	4.35749	14.7421	6.4349	6.92857	2.98184	9.63915	3.28423	5.26139	2.41238	4.37909	7.85131	7.97765	12.295	7.10981	9.10592
SDCBP	SDCBP	6386	110.679	96.0929	142.78	114.815	98.7388	98.3973	132.892	141.51	96.3785	102.084	142.387	135.526	128.141	114.599	135.002	133.116	111.159	113.39	150.881	155.8	131.254	182.137	144.978	131.718
SDCBP2	SDCBP2	27111	0.362977	0.661233	1.43726	0.52602	0.475062	0.661809	0.902934	0.420806	0.762001	0.968804	0.305864	0.620841	1.12522	1.13412	1.39611	0.923011	0.898666	0.870394	0.593172	0.881835	0.876327	0.740702	0.316824	1.24895
SDCBP2-AS1	SDCBP2-AS1	100507495	2.93939	3.54903	3.65924	4.98907	5.53994	4.21171	3.96077	6.13939	3.70183	2.11193	1.7903	4.20209	3.80938	3.40464	3.00364	4.54343	3.48981	4.17888	4.49402	3.0194	2.9639	2.73405	3.05848	3.9488
SDCBPP2	SDCBPP2	100129960	0	0.0703679	0.0662442	0.0657451	0.271283	0.0689541	0.123253	0.200795	0.0666262	0	0.0631912	0.2141	0.247869	0	0.0715483	0.29406	0.255848	0.128023	0	0.0782936	0.119928	0.29507	0.207321	0.213046
SDCBPP3	SDCBPP3	100131656	0.4697	0.0697551	0.722429	0.651801	0.179244	0	0.244401	0.929013	0.660544	0.131429	0.751821	0.212223	0.245755	0.06556	0.0709216	0.466439	0.380451	0.38069	0.0647275	0.155212	0.713313	0.365579	0.479527	0
SDCCAG8	SDCCAG8	10806	22.9424	14.2499	18.0162	14.1303	16.1185	11.5879	15.1976	12.8042	11.3194	15.6832	18.2408	19.4628	12.566	14.9221	17.9451	21.3231	13.9263	16.2934	17.013	12.0147	19.415	18.3009	16.8785	15.1175
SDE2	SDE2	163859	7.48664	6.39434	8.47988	8.08557	8.30239	8.16648	8.77232	6.72905	7.33655	6.44913	8.59325	6.46279	8.54748	8.12306	6.94791	7.63099	7.15949	7.90666	8.10705	7.85536	6.83628	7.62722	6.86803	6.28275
SDF2	SDF2	6388	69.015	33.5623	48.887	37.7485	41.4162	34.7862	60.2335	45.9224	36.8716	31.8278	34.9782	36.6413	49.9935	46.1687	53.3892	52.7962	39.5799	40.0599	45.9694	45.9608	38.8903	66.4428	31.7031	55.4169
SDF2L1	SDF2L1	23753	48.0283	12.6141	30.2186	11.1761	26.6507	12.7127	31.3438	10.4913	34.2224	13.1095	35.5239	10.8089	53.3328	38.2353	20.7877	33.4998	27.7414	22.2269	26.3047	53.7702	37.6164	20.8314	18.1131	23.9591
SDF4	SDF4	51150	51.4844	39.3792	73.9266	57.476	44.5925	34.7834	77.4219	49.8787	46.703	35.1968	75.7223	60.3684	58.5703	48.9761	92.8677	57.5746	46.0123	45.3108	56.6202	54.8903	47.7021	77.5366	59.4132	90.6708
SDHA	SDHA	6389	67.1924	36.7038	39.9836	36.6292	44.9619	32.8001	42.3114	33.4709	48.3574	34.4812	46.6352	34.3182	53.302	40.3742	44.3069	42.8078	49.2485	37.0794	42.6093	49.206	43.239	40.7772	34.0877	44.6282
SDHAF1	SDHAF1	644096	14.0919	6.41499	10.5591	6.06327	8.85325	6.4518	10.7927	6.22696	8.94969	7.37853	8.45338	5.81371	9.43697	7.88244	8.61347	8.19342	8.1024	6.85255	7.86883	7.40921	9.61455	8.53595	6.19487	8.59042
SDHAF2	SDHAF2	54949	33.2592	21.5286	30.2557	26.4412	25.197	23.7438	30.9638	24.6358	24.677	21.8454	22.4803	28.4298	28.5186	21.6397	31.5475	28.5449	18.8236	20.6349	28.1943	23.6512	26.3426	32.6733	21.4554	26.1534
SDHAP1	SDHAP1	255812	14.856	22.898	11.6814	13.8365	21.9932	16.2427	11.0102	12.0225	13.2815	16.454	10.2527	14.6935	18.1913	16.6915	15.2158	13.6327	18.0727	16.3422	9.65322	15.5001	11.9279	13.4874	12.619	13.5821
SDHAP3	SDHAP3	728609	8.52256	10.6598	6.12425	8.93821	8.53085	12.021	8.16417	8.46267	7.10594	10.12	5.42075	8.66766	7.49505	7.95421	8.89416	9.49241	8.37179	9.14023	9.17962	4.76238	6.53855	5.30931	7.52364	8.02949
SDHB	SDHB	6390	70.5608	26.026	40.562	30.528	41.5531	28.6479	50.2612	32.0934	41.781	23.7155	52.9233	35.5802	43.8973	36.0772	39.471	43.7466	36.7992	34.6734	40.4919	52.166	45.0173	36.9567	37.8385	40.07
SDHC	SDHC	6391	106.585	81.3259	78.0602	68.4311	82.992	71.3739	84.3039	64.6373	73.9187	78.2359	91.5444	74.332	88.4633	78.5797	90.2946	82.902	74.4965	78.0751	85.543	80.8967	88.3699	99.1234	76.7472	87.8866
SDHCP3	SDHCP3	100422591	0.856612	0	0	0.725608	0	0	0.540307	0.441538	0.734066	0	0.138441	0.484154	0.135627	0	0	0.130329	0.711523	0.580959	0	0.17767	0.268466	0.168479	0	0
SDHCP4	SDHCP4	100422598	0	0	0.432755	0.28661	0	0	0.400216	0.436051	0.144981	0.145083	0.273409	0	0	0	0.159547	0	0.421497	0.28667	0.144967	0	0.132509	0	0.153443	0
SDHDP2	SDHDP2	647081	0	0.182146	0.503356	0.166733	0	0	0	0.168904	0.842939	0.169068	0.158734	0.186585	0.311088	0	0.373745	0.299709	0.491435	0.335939	0.169773	0.615653	0.309517	0.195237	0.179504	0.373605
SDHDP6	SDHDP6	29768	2.23415	1.2072	2.54659	1.10693	3.43403	1.33722	1.02919	0.641129	4.63783	0.801432	2.25983	2.11827	3.54295	1.93823	2.82898	1.84705	1.70785	1.58959	2.56843	2.13514	1.61252	2.21427	1.01945	2.11979
SDK1	SDK1	221935	4.44718	9.21408	9.84442	18.062	3.82625	6.77176	7.59062	14.7119	3.99725	8.68687	12.0874	20.9471	3.02316	7.13356	17.9657	17.6778	4.12634	5.18791	12.9965	3.0711	6.38857	15.4269	22.8277	15.4149
SDK2	SDK2	54549	5.01466	11.9207	5.63339	21.5634	9.05794	9.5147	4.28608	16.3856	6.35242	10.4031	7.22032	30.0368	5.44747	8.98148	7.84085	12.6552	5.71711	7.697	15.7182	7.30272	5.49274	10.5838	27.0749	9.17533
SDR39U1	SDR39U1	56948	46.1256	41.3499	33.8171	40.3777	33.453	34.1724	38.4852	42.5039	36.5362	38.9062	37.1177	45.8924	38.0094	46.2506	42.7569	49.9323	27.1823	39.816	49.8371	27.955	40.3321	35.6953	40.9469	42.0778
SDSL	SDSL	113675	1.92692	1.59124	9.4175	1.71276	1.31912	1.43245	11.4573	1.66844	2.9434	1.22572	12.8915	2.3213	3.82708	4.49492	9.71965	5.99749	2.72262	2.78695	3.35875	2.45027	7.1716	9.62243	2.72252	8.03261
SEC11A	SEC11A	23478	246.896	117.371	159.455	131.294	189.276	115.131	172.951	149.153	170.557	111.752	151.32	136.401	162.071	137.23	152.371	151.182	160.288	140.678	138.286	176.114	182.716	163.278	126.695	165.47
SEC11C	SEC11C	90701	25.9708	43.7903	83.4876	30.0731	15.17	56.028	80.5006	44.4715	18.5146	79.5928	94.3068	66.406	30.0745	53.4302	58.1128	66.5937	24.0554	45.3684	49.9353	36.1296	66.4647	104.737	63.005	54.1295
SEC13	SEC13	6396	94.1181	60.7139	69.3183	54.7538	81.8854	58.8563	80.3047	50.1064	79.8674	57.5879	90.0256	59.2977	103.735	80.6225	70.1284	70.8643	81.8588	71.8783	63.3824	111.365	101.361	65.7412	61.9805	71.5773
SEC13P1	SEC13P1	100131671	0.123792	0.450984	0.420887	0.301302	0.0826603	0.252705	0.160047	0.429543	0.0932194	0.470058	0.28976	0	0.0568339	0.0606058	0.293434	0	0.175792	0.117111	0.119577	0.0716817	0	0.539652	0.105621	0.389757
SEC14L1	SEC14L1	6397	22.9943	90.0013	35.8095	77.4374	36.1722	130.188	32.3612	53.8706	38.839	89.7866	28.811	66.2956	38.936	96.0772	37.5628	43.291	36.6318	100.481	49.8038	59.0591	52.9962	41.0419	60.558	36.1898
SEC14L1P1	SEC14L1P1	729799	0.527237	0.704265	0.507649	0.663783	0.737601	0.813343	0.409244	0.793822	0.626856	0.575744	0.618694	0.833778	0.411953	0.594505	1.10696	0.551583	0.775968	0.504766	0.607653	0.618139	0.600763	1.33655	0.762111	0.60847
SEC14L2	SEC14L2	23541	2.87463	2.17104	27.6254	4.87282	1.60945	1.62076	35.8173	3.84261	5.2585	3.98905	29.8937	5.39433	4.07145	3.2943	21.8268	6.94621	5.18095	2.7981	5.6312	5.99988	6.13087	18.6933	8.17147	18.5008
SEC14L6	SEC14L6	730005	0.155507	0.165781	0.0573677	0.0426743	0.190082	0.267409	0.0535858	0.0290311	0.929432	0.615991	0.16493	0.0862905	0.9448	0.397325	0.243986	0.131328	0.899063	0.571077	0.0558331	0.649945	0.736096	0.12492	0.147706	0.386669
SEC16A	SEC16A	9919	29.6708	34.0117	38.6347	34.9799	28.0026	38.9092	40.2866	32.8057	26.0677	29.2286	31.8642	29.8381	41.5466	41.7375	35.0103	41.3497	29.3929	36.9431	38.9231	32.5806	34.3647	27.2723	29.9079	36.0446
SEC16B	SEC16B	89866	0.789113	0.015575	1.11732	0.105419	0.399307	0.217101	0.908917	0.089235	1.1598	0.509188	1.24463	0.224554	0.855175	0.443995	0.191525	0.0239616	1.17713	0.950176	0.000182528	0.79884	2.49524	1.10081	0.0661503	0.429058
SEC22A	SEC22A	26984	13.38	12.3695	14.4133	12.3928	13.1807	13.6512	11.804	13.4292	15.9836	13.8406	15.86	15.1252	16.8365	14.9652	14.4612	14.8623	15.4311	14.3063	14.9949	17.6517	15.1495	16.1782	15.4653	15.3458
SEC22B	SEC22B	9554	0.425309	0.745115	0.175332	0	0.876283	0.628955	0.0235873	0.145151	0.711996	0.857725	0.0725902	0.241899	0.854713	0.676441	0.0539214	0.201407	0.680091	0.481132	0.221969	1.11941	0.658272	0.0276468	0.0782977	0.0266796
SEC22C	SEC22C	9117	21.6074	21.625	29.3224	26.6684	24.1771	23.3002	30.4487	26.4166	22.8408	23.8726	34.8039	29.5189	23.1394	20.6538	29.8349	26.1046	23.4932	21.5268	24.4334	25.3521	24.5564	28.7857	29.2669	30.8975
