SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
TSFM	10102	29.6273	27.6629	NA	NA	NA	NA
TSG101	7251	63.934	38.4416	cerebral-cortex	glial-cells	Low	Approved
TSGA10	80705	2.14403	1.9054	NA	NA	NA	NA
TSHZ1	10194	9.84269	10.1488	cerebral-cortex	glial-cells	High	Approved
TSHZ2	128553	7.27643	5.70876	NA	NA	NA	NA
TSHZ3	57616	5.65264	6.16906	cerebral-cortex	glial-cells	High	Approved
TSKU	25987	17.9105	25.2771	NA	NA	NA	NA
TSN	7247	49.7523	54.8583	NA	NA	NA	NA
TSNARE1	203062	6.68388	2.80795	NA	NA	NA	NA
TSNAX	7257	22.8507	18.9791	cerebral-cortex	glial-cells	Low	Approved
TSNAXIP1	55815	1.39193	2.01625	NA	NA	NA	NA
TSPAN1	10103	0.13626	0.198988	NA	NA	NA	NA
TSPAN10	83882	0.951665	1.51623	NA	NA	NA	NA
TSPAN11	441631	4.72941	9.66789	NA	NA	NA	NA
TSPAN12	23554	48.2782	18.1727	NA	NA	NA	NA
TSPAN13	27075	15.1814	9.48147	NA	NA	NA	NA
TSPAN14	81619	24.2921	40.6489	NA	NA	NA	NA
TSPAN15	23555	17.1516	16.9427	NA	NA	NA	NA
TSPAN17	26262	23.5814	23.8187	NA	NA	NA	NA
TSPAN18	90139	19.7929	21.1371	NA	NA	NA	NA
TSPAN19	144448	0	0.498523	NA	NA	NA	NA
TSPAN2	10100	2.37046	2.35667	NA	NA	NA	NA
TSPAN3	10099	359.955	165.551	NA	NA	NA	NA
TSPAN31	6302	26.0236	15.66	NA	NA	NA	NA
TSPAN32	10077	0.437872	0.103866	NA	NA	NA	NA
TSPAN33	340348	60.3226	12.1564	cerebral-cortex	glial-cells	Low	Enhanced
TSPAN4	7106	31.3846	26.3177	NA	NA	NA	NA
TSPAN5	10098	10.6118	20.5858	NA	NA	NA	NA
TSPAN6	7105	44.3309	44.8776	NA	NA	NA	NA
TSPAN7	7102	6.40516	1.64397	NA	NA	NA	NA
TSPAN9	10867	59.9662	45.4231	NA	NA	NA	NA
TSPO	706	24.123	24.9189	NA	NA	NA	NA
TSPY26P	128854	3.40088	4.73558	NA	NA	NA	NA
TSPYL1	7259	24.9037	27.3951	cerebral-cortex	glial-cells	High	Approved
TSPYL4	23270	20.906	21.9334	cerebral-cortex	glial-cells	Low	Approved
TSR1	55720	15.6204	18.4101	NA	NA	NA	NA
TSR2	90121	34.5104	29.1466	NA	NA	NA	NA
TSR3	115939	48.7683	31.9973	NA	NA	NA	NA
TSSC2	650368	0.104494	0.0409108	NA	NA	NA	NA
TSSC4	10078	29.6914	22.9989	NA	NA	NA	NA
TSSK1A	23752	0.189465	0.123739	NA	NA	NA	NA
TSSK3	81629	0.850775	1.38979	NA	NA	NA	NA
TSSK4	283629	2.28356	2.79617	NA	NA	NA	NA
TSSK6	83983	1.05159	1.06677	NA	NA	NA	NA
TST	7263	16.2841	10.8484	cerebral-cortex	glial-cells	Low	Enhanced
TSTA3	7264	38.2974	30.0022	cerebral-cortex	glial-cells	Low	Approved
TSTD1	100131187	0.693864	0	NA	NA	NA	NA
TSTD2	158427	9.99704	14.669	NA	NA	NA	NA
TSTD3	100130890	1.63649	1.22775	NA	NA	NA	NA
TTBK1	84630	0.0328654	0.281718	cerebral-cortex	glial-cells	Low	Enhanced
TTBK2	146057	3.88382	4.57089	cerebral-cortex	glial-cells	Low	Approved
TTC1	7265	50.8266	41.9335	cerebral-cortex	glial-cells	Medium	Approved
TTC12	54970	2.73895	2.14928	NA	NA	NA	NA
TTC13	79573	12.6866	11.7337	NA	NA	NA	NA
TTC14	151613	21.9153	15.1466	NA	NA	NA	NA
TTC17	55761	39.4075	38.5282	NA	NA	NA	NA
TTC19	54902	21.889	24.3857	cerebral-cortex	glial-cells	High	Enhanced
TTC21A	199223	1.43411	1.76248	NA	NA	NA	NA
TTC21B	79809	8.92737	9.36251	NA	NA	NA	NA
TTC23	64927	6.91726	8.45635	NA	NA	NA	NA
TTC23L	153657	0.0515466	0.659341	NA	NA	NA	NA
TTC26	79989	3.87724	5.40336	NA	NA	NA	NA
TTC27	55622	9.93729	8.9489	cerebral-cortex	glial-cells	High	Approved
TTC28	23331	8.22627	12.7062	NA	NA	NA	NA
TTC28-AS1	284900	17.0477	12.7191	NA	NA	NA	NA
TTC3	7267	72.6582	74.5072	NA	NA	NA	NA
TTC3-AS1	100874006	0.122191	0.047652	NA	NA	NA	NA
TTC30A	92104	2.01044	3.44966	NA	NA	NA	NA
TTC30B	150737	1.76438	3.32958	NA	NA	NA	NA
TTC31	64427	13.5322	15.2174	NA	NA	NA	NA
TTC32	130502	26.835	10.9397	NA	NA	NA	NA
TTC33	23548	7.05921	8.91636	cerebral-cortex	glial-cells	High	Approved
TTC34	100287898	0.218421	0.161093	NA	NA	NA	NA
TTC37	9652	25.5091	29.4693	NA	NA	NA	NA
TTC38	55020	10.3124	11.9353	cerebral-cortex	glial-cells	Low	Approved
TTC39A	22996	0.250791	0.611309	NA	NA	NA	NA
TTC39B	158219	0.958302	1.13622	NA	NA	NA	NA
TTC39C	125488	3.54582	3.90629	cerebral-cortex	glial-cells	Medium	Approved
TTC3P1	286495	3.02067	3.12551	NA	NA	NA	NA
TTC4	7268	17.6801	16.9848	cerebral-cortex	glial-cells	Low	Approved
TTC5	91875	9.78145	9.17284	NA	NA	NA	NA
TTC7A	57217	2.27172	3.24568	cerebral-cortex	glial-cells	Medium	Enhanced
TTC7B	145567	14.1135	12.4142	NA	NA	NA	NA
TTC8	123016	14.749	12.6607	NA	NA	NA	NA
TTC9	23508	4.80251	4.22814	NA	NA	NA	NA
TTC9B	148014	0.233175	0.0809668	cerebral-cortex	glial-cells	Low	Approved
TTC9C	283237	35.0156	35.5635	cerebral-cortex	glial-cells	Low	Approved
TTF1	7270	20.6145	15.868	cerebral-cortex	glial-cells	Low	Supported
TTF2	8458	7.40372	12.0224	cerebral-cortex	glial-cells	Medium	Approved
TTI1	9675	9.43606	14.1619	NA	NA	NA	NA
TTI2	80185	10.7919	10.7854	cerebral-cortex	glial-cells	Low	Approved
TTK	7272	21.7388	22.5757	cerebral-cortex	glial-cells	Low	Enhanced
TTL	150465	20.5293	29.8346	NA	NA	NA	NA
TTLL1	25809	9.08713	8.09747	NA	NA	NA	NA
TTLL11	158135	3.97774	3.61565	NA	NA	NA	NA
TTLL12	23170	10.4991	11.1492	NA	NA	NA	NA
TTLL2	83887	0	0.0228986	NA	NA	NA	NA
TTLL3	26140	13.7248	9.90541	cerebral-cortex	glial-cells	Low	Approved
TTLL4	9654	16.2629	27.5993	cerebral-cortex	glial-cells	Low	Approved
TTLL5	23093	9.09294	11.4534	NA	NA	NA	NA
TTLL7	79739	12.9898	9.86699	NA	NA	NA	NA
TTLL9	164395	0.249842	0.0965801	NA	NA	NA	NA
TTN	7273	31.2588	6.9961	NA	NA	NA	NA
TTN-AS1	100506866	92.4578	33.1411	NA	NA	NA	NA
TTPA	7274	0.154368	0.200988	NA	NA	NA	NA
TTPAL	79183	4.82923	5.84631	NA	NA	NA	NA
TTTY14	83869	19.9244	5.91982	NA	NA	NA	NA
TTTY15	64595	4.48968	7.26703	NA	NA	NA	NA
TTYH1	57348	0.114958	0.211082	NA	NA	NA	NA
TTYH2	94015	16.3353	13.4084	NA	NA	NA	NA
TTYH3	80727	70.0509	99.7341	NA	NA	NA	NA
TUB	7275	6.13444	5.72692	NA	NA	NA	NA
TUBA1A	7846	800.685	1046.04	cerebral-cortex	glial-cells	Medium	Enhanced
TUBA1B	10376	1091.79	1065.47	cerebral-cortex	glial-cells	Medium	Enhanced
TUBA1C	84790	116.231	145.021	cerebral-cortex	glial-cells	Medium	Supported
TUBA3D	113457	0.122035	0.159086	NA	NA	NA	NA
TUBA3FP	113691	1.62917	2.69174	NA	NA	NA	NA
TUBA4A	7277	47.452	14.805	cerebral-cortex	glial-cells	Medium	Approved
TUBA8	51807	3.74298	1.29581	cerebral-cortex	glial-cells	Medium	Approved
TUBB1	81027	0.118819	0.0799437	NA	NA	NA	NA
TUBB2A	7280	40.2115	37.4983	NA	NA	NA	NA
TUBB2B	347733	65.7724	64.9119	NA	NA	NA	NA
TUBB2BP1	100132153	0	0.0632365	NA	NA	NA	NA
TUBB4A	10382	0.572329	1.63555	NA	NA	NA	NA
TUBB4B	10383	323.311	206.732	cerebral-cortex	glial-cells	Low	Enhanced
TUBB6	84617	265.308	137.202	cerebral-cortex	glial-cells	Low	Approved
TUBB8P1	100418937	0.407473	0.0801151	NA	NA	NA	NA
TUBB8P2	106478982	0	0.42137	NA	NA	NA	NA
TUBBP1	92755	97.1266	127.957	NA	NA	NA	NA
TUBBP2	647000	5.55214	0.385209	NA	NA	NA	NA
TUBD1	51174	11.7659	11.7724	cerebral-cortex	glial-cells	Low	Approved
TUBG1	7283	36.0876	32.8409	NA	NA	NA	NA
TUBG1P	442673	0.188718	0.0369264	NA	NA	NA	NA
TUBG2	27175	11.7965	13.4401	NA	NA	NA	NA
TUBGCP2	10844	45.8884	31.5887	cerebral-cortex	glial-cells	Medium	Approved
TUBGCP3	10426	10.9442	15.9274	NA	NA	NA	NA
TUBGCP4	27229	14.767	13.3907	NA	NA	NA	NA
TUBGCP5	114791	8.29863	8.54492	NA	NA	NA	NA
TUBGCP6	85378	12.0659	12.3272	cerebral-cortex	glial-cells	Low	Approved
TUFM	7284	121.241	90.0806	cerebral-cortex	glial-cells	Medium	Enhanced
TUFMP1	645668	0.333377	0.0745533	NA	NA	NA	NA
TUFT1	7286	5.1817	4.70493	cerebral-cortex	glial-cells	Medium	Approved
TUG1	55000	60.5155	66.1648	NA	NA	NA	NA
TULP3	7289	17.4229	23.6749	NA	NA	NA	NA
TULP4	56995	6.5382	5.41097	NA	NA	NA	NA
TUSC1	286319	5.18422	4.46767	NA	NA	NA	NA
TUSC2	11334	0.649382	0.666583	NA	NA	NA	NA
TUSC3	7991	102.766	91.5208	cerebral-cortex	glial-cells	Low	Approved
TUT1	64852	9.25463	11.1406	NA	NA	NA	NA
TVP23A	780776	0.401119	0.331107	NA	NA	NA	NA
TVP23B	51030	14.7339	17.7349	NA	NA	NA	NA
TVP23C	201158	5.43471	5.11113	NA	NA	NA	NA
TVP23C-CDRT4	100533496	0.34856	4.58683	NA	NA	NA	NA
TVP23CP2	261735	0	0.0992436	NA	NA	NA	NA
TWF1	5756	19.2714	29.2751	NA	NA	NA	NA
TWF1P1	619519	1.21597	2.60873	NA	NA	NA	NA
TWF2	11344	21.6908	35.7994	NA	NA	NA	NA
TWIST1	7291	10.8576	8.91075	NA	NA	NA	NA
TWIST2	117581	1.00482	1.26803	NA	NA	NA	NA
TWISTNB	221830	12.8202	11.6265	cerebral-cortex	glial-cells	Low	Approved
TWSG1	57045	32.7538	35.1919	NA	NA	NA	NA
TXLNA	200081	17.3549	26.1872	cerebral-cortex	glial-cells	Medium	Supported
TXLNB	167838	17.4974	3.65089	NA	NA	NA	NA
TXLNG	55787	5.75215	8.20498	NA	NA	NA	NA
TXN	7295	164.422	163.928	NA	NA	NA	NA
TXN2	25828	81.8472	55.992	cerebral-cortex	glial-cells	Medium	Approved
TXNDC11	51061	11.9236	13.2766	cerebral-cortex	glial-cells	Medium	Supported
TXNDC12	51060	39.1067	37.1396	NA	NA	NA	NA
TXNDC15	79770	38.5553	51.6011	cerebral-cortex	glial-cells	Low	Approved
TXNDC16	57544	3.79698	3.77396	cerebral-cortex	glial-cells	Medium	Approved
TXNDC17	84817	131.958	90.5393	cerebral-cortex	glial-cells	Low	Approved
TXNDC2	84203	0.0656105	0.163566	NA	NA	NA	NA
TXNDC5	81567	93.1565	141.901	NA	NA	NA	NA
TXNDC9	10190	40.535	32.7624	NA	NA	NA	NA
TXNIP	10628	24.7717	12.4695	NA	NA	NA	NA
TXNL1	9352	88.8463	68.1589	cerebral-cortex	glial-cells	Low	Supported
TXNL4A	10907	133.193	83.961	NA	NA	NA	NA
TXNL4B	54957	9.41494	8.47374	NA	NA	NA	NA
TXNP4	124974	4.17053	0	NA	NA	NA	NA
TXNP6	171560	3.94427	1.79598	NA	NA	NA	NA
TXNRD1	7296	33.1691	97.4384	cerebral-cortex	glial-cells	Medium	Approved
TXNRD2	10587	11.6036	6.97549	NA	NA	NA	NA
TXNRD3	114112	6.72556	4.66613	NA	NA	NA	NA
TYK2	7297	47.252	48.9574	NA	NA	NA	NA
TYMP	1890	0.539149	0.526586	cerebral-cortex	glial-cells	Low	Enhanced
TYMS	7298	204.003	254.525	NA	NA	NA	NA
TYRO3	7301	13.2757	13.6178	cerebral-cortex	glial-cells	Low	Approved
TYSND1	219743	4.39198	3.76914	cerebral-cortex	glial-cells	Low	Approved
TYW1	55253	8.75425	9.04852	NA	NA	NA	NA
TYW1B	441250	0.361203	0.776657	NA	NA	NA	NA
TYW3	127253	13.0152	15.7276	cerebral-cortex	glial-cells	Medium	Approved
TYW5	129450	5.35089	5.75117	NA	NA	NA	NA
U2AF1	7307	209.709	194.19	cerebral-cortex	glial-cells	Medium	Supported
U2AF1L4	199746	10.7518	9.45668	cerebral-cortex	glial-cells	Medium	Supported
U2AF2	11338	119.124	114.548	cerebral-cortex	glial-cells	Low	Supported
U2SURP	23350	48.0929	57.1498	cerebral-cortex	glial-cells	Medium	Enhanced
UACA	55075	51.4372	36.7765	NA	NA	NA	NA
UAP1	6675	21.0837	26.8333	cerebral-cortex	glial-cells	Medium	Approved
UAP1L1	91373	1.31756	1.58211	NA	NA	NA	NA
UBA2	10054	63.5982	71.1302	cerebral-cortex	glial-cells	High	Supported
UBA3	9039	60.0988	45.2168	cerebral-cortex	glial-cells	Low	Supported
UBA5	79876	24.3881	24.834	NA	NA	NA	NA
UBA52	7311	1085.92	605.62	cerebral-cortex	glial-cells	High	Supported
UBA52P8	100271343	0	0.655246	NA	NA	NA	NA
UBA6	55236	12.7654	16.2792	NA	NA	NA	NA
UBA6-AS1	550112	4.64492	3.92065	NA	NA	NA	NA
UBA7	7318	9.37283	11.0922	NA	NA	NA	NA
UBAC1	10422	26.9295	23.8	cerebral-cortex	glial-cells	Medium	Approved
UBAC2	337867	55.8396	48.5243	NA	NA	NA	NA
UBAC2-AS1	100289373	1.53614	1.25559	NA	NA	NA	NA
UBALD1	124402	14.1407	15.1024	NA	NA	NA	NA
UBALD2	283991	17.5129	15.7668	NA	NA	NA	NA
UBAP1	51271	20.2899	21.344	cerebral-cortex	glial-cells	Low	Approved
UBAP1L	390595	0.854524	1.3573	NA	NA	NA	NA
UBAP2	55833	11.1906	15.3978	cerebral-cortex	glial-cells	Low	Approved
UBAP2L	9898	70.9176	88.3882	cerebral-cortex	glial-cells	Medium	Approved
UBASH3B	84959	1.89952	13.1799	NA	NA	NA	NA
UBB	7314	825.694	616.866	cerebral-cortex	glial-cells	High	Supported
UBBP4	23666	2.60677	0.748733	NA	NA	NA	NA
UBC	7316	322.255	282.067	cerebral-cortex	glial-cells	High	Supported
UBE2A	7319	54.6868	52.803	NA	NA	NA	NA
UBE2B	7320	102.119	59.9029	NA	NA	NA	NA
UBE2C	11065	144.165	118.433	cerebral-cortex	glial-cells	Low	Approved
UBE2CP1	326105	0.4479	0.23586	NA	NA	NA	NA
UBE2CP2	646595	0	0.133973	NA	NA	NA	NA
UBE2D1	7321	24.7327	20.341	NA	NA	NA	NA
UBE2D2	7322	82.7537	74.0006	NA	NA	NA	NA
UBE2D3	7323	208.058	146.083	NA	NA	NA	NA
UBE2D3P1	100037280	6.34475	2.35419	NA	NA	NA	NA
UBE2D3P2	100130139	0.632094	0.16758	NA	NA	NA	NA
UBE2D4	51619	3.81715	5.23257	NA	NA	NA	NA
UBE2E1	7324	123.976	93.5673	cerebral-cortex	glial-cells	Low	Approved
UBE2E1-AS1	100874092	0.279466	0.585588	NA	NA	NA	NA
UBE2E2	7325	45.1961	24.5071	cerebral-cortex	glial-cells	Medium	Approved
UBE2E3	10477	407.833	162.116	cerebral-cortex	glial-cells	Low	Approved
UBE2F	140739	40.3751	30.0314	NA	NA	NA	NA
UBE2FP1	100421436	0	0.332535	NA	NA	NA	NA
UBE2FP3	106480360	0.649326	0.898764	NA	NA	NA	NA
UBE2G1	7326	39.9248	42.5938	cerebral-cortex	glial-cells	Low	Approved
UBE2H	7328	27.4576	34.6222	NA	NA	NA	NA
UBE2I	7329	120.661	109.037	NA	NA	NA	NA
UBE2J1	51465	21.0074	27.5401	cerebral-cortex	glial-cells	Low	Enhanced
UBE2J2	118424	61.5671	46.1308	NA	NA	NA	NA
UBE2K	3093	43.6999	48.8384	cerebral-cortex	glial-cells	Medium	Supported
UBE2L3	7332	75.6793	66.7281	cerebral-cortex	glial-cells	Low	Approved
UBE2L4	7333	0.98327	0.780537	NA	NA	NA	NA
UBE2L6	9246	40.457	42.1751	NA	NA	NA	NA
UBE2M	9040	54.7724	37.3648	NA	NA	NA	NA
UBE2MP1	606551	8.14782	7.15239	NA	NA	NA	NA
UBE2N	7334	82.9495	79.4596	cerebral-cortex	glial-cells	Low	Enhanced
UBE2NL	389898	0.110866	0.0434176	NA	NA	NA	NA
UBE2O	63893	9.19956	13.9801	NA	NA	NA	NA
UBE2Q1	55585	25.5831	24.6454	NA	NA	NA	NA
UBE2Q2	92912	26.9673	19.0301	NA	NA	NA	NA
UBE2Q2L	100505679	0.175083	0	NA	NA	NA	NA
UBE2Q2P1	388165	3.44362	2.34859	NA	NA	NA	NA
UBE2Q2P2	100134869	0.368366	0.102542	NA	NA	NA	NA
UBE2Q2P6	100421769	678.387	191.672	NA	NA	NA	NA
UBE2QL1	134111	0.549923	0.701272	NA	NA	NA	NA
UBE2R2	54926	35.0326	37.9468	NA	NA	NA	NA
UBE2S	27338	156.449	93.8017	NA	NA	NA	NA
UBE2SP1	246719	16.3039	8.07885	NA	NA	NA	NA
UBE2SP2	440406	14.7999	10.3269	NA	NA	NA	NA
UBE2T	29089	64.3908	53.7659	NA	NA	NA	NA
UBE2V1	7335	111.252	101.904	NA	NA	NA	NA
UBE2V1P1	170556	0.421396	0.670042	NA	NA	NA	NA
UBE2V1P2	730052	7.51542	7.68558	NA	NA	NA	NA
UBE2V2	7336	82.0921	66.1011	NA	NA	NA	NA
UBE2W	55284	7.39733	6.96045	NA	NA	NA	NA
UBE2Z	65264	33.4063	42.7351	cerebral-cortex	glial-cells	Medium	Approved
UBE3A	7337	42.6274	32.4598	cerebral-cortex	glial-cells	High	Approved
UBE3B	89910	10.9924	13.7667	cerebral-cortex	glial-cells	Medium	Approved
UBE3C	9690	14.4583	21.3793	cerebral-cortex	glial-cells	Low	Approved
UBE3D	90025	12.5498	6.14409	NA	NA	NA	NA
UBE4A	9354	1.22701	2.46234	NA	NA	NA	NA
UBE4B	10277	18.9712	25.1119	NA	NA	NA	NA
UBFD1	56061	30.4689	37.7552	NA	NA	NA	NA
UBIAD1	29914	7.40523	6.28519	NA	NA	NA	NA
UBL3	5412	11.483	10.3408	NA	NA	NA	NA
UBL4A	8266	7.96842	7.29412	NA	NA	NA	NA
UBL5	59286	542.918	283.067	NA	NA	NA	NA
UBL5P2	100287215	7.9726	0.891826	NA	NA	NA	NA
UBL7	84993	30.1217	34.6142	cerebral-cortex	glial-cells	Medium	Approved
UBL7-AS1	440288	3.77759	3.91789	NA	NA	NA	NA
UBLCP1	134510	41.5014	31.2771	cerebral-cortex	glial-cells	Medium	Approved
UBN1	29855	12.8898	18.2817	NA	NA	NA	NA
UBN2	254048	2.62002	4.23323	NA	NA	NA	NA
UBOX5	22888	3.3015	2.94264	NA	NA	NA	NA
UBP1	7342	29.9342	43.8648	NA	NA	NA	NA
UBQLN1	29979	46.7751	53.744	cerebral-cortex	glial-cells	Medium	Supported
UBQLN2	29978	23.2929	24.9527	cerebral-cortex	glial-cells	High	Enhanced
UBQLN4	56893	26.2711	29.6936	cerebral-cortex	glial-cells	Medium	Approved
UBQLN4P1	285329	2.17454	2.31515	NA	NA	NA	NA
UBQLNL	143630	0.18221	0.223687	NA	NA	NA	NA
UBR1	197131	6.913	7.76317	cerebral-cortex	glial-cells	Low	Approved
UBR2	23304	7.08022	7.76679	cerebral-cortex	glial-cells	Low	Approved
UBR3	130507	19.6814	13.7806	cerebral-cortex	glial-cells	Low	Approved
UBR4	23352	62.3839	68.621	NA	NA	NA	NA
UBR5	51366	47.5223	49.9056	NA	NA	NA	NA
UBR7	55148	19.4797	26.6629	cerebral-cortex	glial-cells	Medium	Approved
UBTD1	80019	8.37241	16.4236	NA	NA	NA	NA
UBTD2	92181	45.3995	40.675	NA	NA	NA	NA
UBTF	7343	34.3235	39.6911	cerebral-cortex	glial-cells	High	Supported
UBXN1	51035	119.65	73.6214	NA	NA	NA	NA
UBXN10	127733	0.0411652	0.0722582	NA	NA	NA	NA
UBXN10-AS1	101928017	0	0.13395	NA	NA	NA	NA
UBXN11	91544	8.9756	7.69542	NA	NA	NA	NA
UBXN2A	165324	12.8691	14.1858	cerebral-cortex	glial-cells	Low	Supported
UBXN2B	137886	10.3571	8.77433	NA	NA	NA	NA
UBXN4	23190	58.9942	71.3257	cerebral-cortex	glial-cells	Medium	Approved
UBXN6	80700	39.5933	33.0391	cerebral-cortex	glial-cells	Low	Approved
UBXN7	26043	9.21672	13.7146	cerebral-cortex	glial-cells	Low	Supported
UBXN7-AS1	100874034	0.455689	0.880741	NA	NA	NA	NA
UBXN8	7993	8.986	9.02183	cerebral-cortex	glial-cells	Low	Enhanced
UCHL1	7345	143.936	251.213	NA	NA	NA	NA
UCHL3	7347	36.0253	24.1824	cerebral-cortex	glial-cells	Low	Approved
UCHL5	51377	20.2445	21.9302	cerebral-cortex	glial-cells	Low	Approved
UCK1	83549	24.2142	22.1937	cerebral-cortex	glial-cells	Low	Approved
UCK2	7371	22.117	25.8283	NA	NA	NA	NA
UCKL1	54963	21.2199	20.4058	NA	NA	NA	NA
UCN	7349	0.905563	0.284595	cerebral-cortex	glial-cells	Low	Approved
UCN2	90226	0.08542	0.868791	NA	NA	NA	NA
UCP2	7351	53.0376	22.9835	cerebral-cortex	glial-cells	Medium	Approved
UCP3	7352	2.14878	2.49926	NA	NA	NA	NA
UEVLD	55293	6.19491	7.50117	cerebral-cortex	glial-cells	Medium	Approved
UFC1	51506	77.6942	65.2935	NA	NA	NA	NA
UFL1	23376	11.3041	9.84056	NA	NA	NA	NA
UFM1	51569	42.1629	40.6469	cerebral-cortex	glial-cells	Medium	Approved
UFSP1	402682	1.70864	1.12544	NA	NA	NA	NA
UFSP2	55325	26.6588	21.2682	cerebral-cortex	glial-cells	Medium	Approved
UGCG	7357	14.1507	15.7455	cerebral-cortex	glial-cells	Low	Approved
UGDH	7358	21.4863	39.3154	NA	NA	NA	NA
UGDH-AS1	100885776	0.559049	0.834889	NA	NA	NA	NA
UGGT1	56886	14.1674	25.0986	cerebral-cortex	glial-cells	Low	Enhanced
UGGT2	55757	14.0171	13.6992	NA	NA	NA	NA
UGP2	7360	120.371	57.9788	NA	NA	NA	NA
UGT8	7368	0.221067	0.0443739	cerebral-cortex	glial-cells	High	Enhanced
UHMK1	127933	5.94005	7.70474	NA	NA	NA	NA
UHRF1	29128	28.0457	34.6985	NA	NA	NA	NA
UHRF1BP1	54887	3.77609	6.44765	NA	NA	NA	NA
UHRF1BP1L	23074	6.72534	4.51393	NA	NA	NA	NA
UHRF2	115426	17.8356	25.6978	NA	NA	NA	NA
UIMC1	51720	19.123	18.9168	NA	NA	NA	NA
ULBP1	80329	0.31855	1.75552	NA	NA	NA	NA
ULBP2	80328	0.0475436	0.483762	NA	NA	NA	NA
ULBP3	79465	0.688566	2.00672	NA	NA	NA	NA
ULK1	8408	14.272	18.1683	NA	NA	NA	NA
ULK2	9706	7.95175	8.45987	cerebral-cortex	glial-cells	Medium	Approved
ULK3	25989	15.5375	14.8412	NA	NA	NA	NA
ULK4	54986	0.780592	1.61516	NA	NA	NA	NA
ULK4P2	100288380	0.935161	0.450791	NA	NA	NA	NA
ULK4P3	89837	1.16966	0.817777	NA	NA	NA	NA
UMPS	7372	16.29	22.0811	NA	NA	NA	NA
UNC119	9094	29.8928	30.6523	NA	NA	NA	NA
UNC119B	84747	18.9783	27.2795	NA	NA	NA	NA
UNC13A	23025	0.293193	1.39889	NA	NA	NA	NA
UNC13B	10497	6.05598	9.448	NA	NA	NA	NA
UNC13C	440279	0.673789	0.648919	NA	NA	NA	NA
UNC13D	201294	1.04292	0.694407	NA	NA	NA	NA
UNC45A	55898	28.8388	40.0144	cerebral-cortex	glial-cells	Low	Approved
UNC50	25972	40.1122	30.1128	cerebral-cortex	glial-cells	High	Approved
UNC5A	90249	0.0342677	0.0668756	NA	NA	NA	NA
UNC5B	219699	4.29938	10.3477	NA	NA	NA	NA
UNC5B-AS1	728978	0.478342	0.43393	NA	NA	NA	NA
UNC5C	8633	4.5399	9.28371	NA	NA	NA	NA
UNC5CL	222643	1.86184	0.556014	NA	NA	NA	NA
UNC5D	137970	0.828878	1.9207	NA	NA	NA	NA
UNC79	57578	0.233299	0.137217	NA	NA	NA	NA
UNC80	285175	0.252505	0.163104	cerebral-cortex	glial-cells	Low	Enhanced
UNC93B1	81622	2.67857	2.30833	cerebral-cortex	glial-cells	Medium	Approved
UNCX	340260	0.0594556	0.0929263	NA	NA	NA	NA
UNG	7374	23.7847	22.821	NA	NA	NA	NA
UNK	85451	25.3177	22.4848	NA	NA	NA	NA
UNKL	64718	7.62784	14.765	NA	NA	NA	NA
UPB1	51733	0.211156	0.131037	NA	NA	NA	NA
UPF1	5976	23.1607	24.2163	cerebral-cortex	glial-cells	Medium	Approved
UPF2	26019	18.5478	15.8361	NA	NA	NA	NA
UPF3A	65110	56.6786	32.2517	NA	NA	NA	NA
UPF3AP1	147226	0.293912	0.479401	NA	NA	NA	NA
UPF3AP2	147150	1.21544	1.00101	NA	NA	NA	NA
UPF3AP3	100422343	1.22942	0.668958	NA	NA	NA	NA
UPF3B	65109	35.7017	24.8885	NA	NA	NA	NA
UPK2	7379	0.756147	0.118658	NA	NA	NA	NA
UPK3B	105375355	0.630479	0.372441	NA	NA	NA	NA
UPP1	7378	6.42663	26.9928	NA	NA	NA	NA
UPRT	139596	6.09501	6.73634	NA	NA	NA	NA
UQCC1	55245	24.883	25.9635	cerebral-cortex	glial-cells	Low	Approved
UQCC2	84300	111.677	61.315	NA	NA	NA	NA
UQCR10	29796	182.865	94.4491	NA	NA	NA	NA
UQCRB	7381	386.355	187.38	cerebral-cortex	glial-cells	High	Approved
UQCRC1	7384	165.533	157.701	cerebral-cortex	glial-cells	Medium	Enhanced
UQCRC2	7385	127.045	98.1999	cerebral-cortex	glial-cells	Low	Enhanced
UQCRFS1	7386	136.723	81.4865	cerebral-cortex	glial-cells	Medium	Enhanced
UQCRFS1P1	100128525	10.0923	4.30504	NA	NA	NA	NA
UQCRH	7388	554.967	371.417	cerebral-cortex	glial-cells	Low	Supported
UQCRQ	27089	375.151	193.822	cerebral-cortex	glial-cells	Medium	Approved
URAHP	100130015	0.339671	0.502313	NA	NA	NA	NA
URB1	9875	3.9263	4.36914	cerebral-cortex	glial-cells	Medium	Supported
URB2	9816	3.68368	4.66021	NA	NA	NA	NA
URGCP	55665	9.64012	12.8407	cerebral-cortex	glial-cells	Low	Approved
URI1	8725	39.5843	31.6323	NA	NA	NA	NA
URM1	81605	63.5921	52.9319	cerebral-cortex	glial-cells	Medium	Approved
UROD	7389	82.4044	53.963	NA	NA	NA	NA
UROS	7390	45.3456	29.0912	cerebral-cortex	glial-cells	Low	Approved
USB1	79650	18.6684	24.3145	NA	NA	NA	NA
USE1	55850	15.8069	11.1841	cerebral-cortex	glial-cells	Low	Approved
